0,0,0.759
0,0,0.755
0,1,0.810
0,1,0.806
0,1,0.802
0,1,0.798
0,2,0.396
0,2,0.394
0,1,0.822
0,1,0.818
0,1,0.814
0,1,0.810
0,1,0.618
0,1,0.615
0,1,0.612
0,1,0.609
0,2,0.683
0,2,0.680
0,1,0.690
0,1,0.687
0,0,0.585
0,0,0.582
0,0,0.694
0,0,0.690
0,0,0.501
0,1,0.627
0,1,0.624
0,1,0.576
0,1,0.573
0,1,0.570
0,1,0.568
0,0,0.554
0,0,0.551
0,0,0.722
0,0,0.718
0,0,0.715
0,0,0.711
0,0,0.506
0,0,0.503
0,1,0.453
0,1,0.451
0,0,0.363
0,0,0.361
0,0,0.273
0,0,0.272
0,0,0.257
0,0,0.256
0,1,0.165
0,1,0.165
0,0,0.156
0,0,0.155
0,0,0.146
0,0,0.137
0,0,0.136
0,0,0.126
0,0,0.126
0,0,0.119
0,0,0.119
0,0,0.112
0,0,0.111
0,0,0.106
0,0,0.105
0,0,0.100
0,0,0.099
0,0,0.094
0,0,0.094
0,0,0.093
0,0,0.093
0,0,0.088
0,0,0.088
0,0,0.083
0,0,0.083
0,0,0.078
0,0,0.078
0,0,0.074
0,0,0.073
0,0,0.073
0,0,0.073
0,0,0.069
0,0,0.069
0,0,0.065
0,0,0.062
0,0,0.061
0,0,0.061
0,0,0.061
0,0,0.058
0,0,0.055
0,0,0.054
0,0,0.054
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,1,0.050
0,1,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,1,0.050
0,1,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,1,0.050
0,1,0.050
0,2,0.050
0,2,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.806
0,0,0.802
0,2,0.718
0,2,0.715
0,0,0.640
0,0,0.637
0,0,0.493
0,0,0.412
0,0,0.410
0,0,0.408
0,0,0.406
0,0,0.363
0,0,0.361
0,0,0.339
0,0,0.337
0,0,0.316
0,0,0.314
0,0,0.293
0,0,0.291
0,0,0.253
0,0,0.234
0,0,0.233
0,0,0.231
0,0,0.230
0,0,0.216
0,0,0.215
0,0,0.197
0,0,0.161
0,0,0.160
0,1,0.150
0,1,0.150
0,1,0.149
0,1,0.148
0,1,0.133
0,1,0.133
0,1,0.109
0,1,0.109
0,0,0.103
0,0,0.103
0,0,0.098
0,0,0.097
0,0,0.092
0,0,0.087
0,0,0.082
0,0,0.077
0,0,0.073
0,0,0.069
0,0,0.065
0,0,0.065
0,0,0.061
0,0,0.058
0,0,0.055
0,0,0.052
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,1,0.050
0,1,0.050
0,1,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,0,0.050
0,1,0.050
0,1,0.050
0,1,0.050
0,1,0.050
0,1,0.050
0,0,0.050
0,0,0.050
0,0,0.050
